smiles	MW	LogP	TPSA	HBA	HBD	RotB
CC#CCOCC1CC(C)CN(CC2CCC(C(N)C(=O)N3CCC3)C2)C1	375.289	1.960	58.800	4.000	1.000	7.000
COC1C=CC1=CC=C1C=C(F)C(C2CCN(CC(N)CC(=O)O)CC2)=C1	374.201	2.731	75.790	4.000	2.000	7.000
NC(CC(=O)N1CCCC1C(=O)NCC(F)(F)F)Cc1ccccc1	357.166	1.616	75.430	3.000	2.000	6.000
CNC(CC(=O)NCc1cc(F)ccc1F)C(C)C(N)C1CCCC1	353.228	2.713	67.150	3.000	3.000	8.000
CC#Cc1ccccc1Nc1ccc(C(=O)NCC(C)C)c(NC)c1	335.200	4.229	53.160	3.000	3.000	6.000
NC(C(=O)O)C(O)c1ccc(-c2cccc(-c3cccc(F)c3)c2)cc1	351.127	3.605	83.550	3.000	3.000	5.000
N=C(c1ccn[nH]1)C1CCN(C(=O)CC(N)Cc2ccccc2)CC1	339.206	1.976	98.860	4.000	3.000	6.000
NC1CCC(NC(=O)c2cccnc2)C(CCc2ccc(F)cc2F)C1	359.181	3.218	68.010	3.000	2.000	5.000
CC(NC(CN)Cc1ccccn1)C(=O)C(=O)c1ccccc1C(F)F	361.160	2.319	85.080	5.000	2.000	9.000
NC(CCCC(=O)N1CCCCNCC1)C(Br)c1ccccc1	381.142	2.832	58.360	3.000	2.000	6.000
CCC1CC2CC(CN)C(NCc3cc(F)c(F)cc3F)CN2C1=O	355.187	2.168	58.360	3.000	2.000	5.000
CCC(N)C1CCC(C(=O)NCCc2cccc(-c3ccc(C#N)cc3)c2)C1	375.231	4.038	78.910	3.000	2.000	7.000
CCC(N)c1cccc(-c2ncc(CNC(C)C)n2C)c1Br	364.126	3.757	55.870	4.000	2.000	6.000
CC1CC(CC(=O)NCc2cccc(-c3ccc(S(C)=O)cc3)c2)CN1	370.171	3.095	58.200	3.000	2.000	6.000
O=C(COc1ccc(Cl)cc1)NCCCC(=O)N1CCC(F)C1	342.115	2.186	58.640	3.000	1.000	7.000
CN(CCNC(=O)c1ccccc1)CNC(=O)c1ccc(F)cc1F	347.145	2.014	61.440	3.000	2.000	7.000
CC(CNC(=O)C1CCC(F)C1)C(=O)NCCc1ccc(N(C)C)cc1	363.232	2.302	61.440	3.000	2.000	8.000
CC(C)CCCC(N)c1ccc2c(c1)C(NCC(=O)N1CCCC1)C=C2	355.262	3.793	58.360	3.000	2.000	8.000
CC(C)NCC(=O)N1CCCC(NC(=O)Cc2ccc(F)cc2)CC1	349.217	1.863	61.440	3.000	2.000	6.000
CCN1CCC(c2nc(C3CCC(N)CC3)cc(C(F)(F)F)c2CCN)C1	384.250	3.396	68.170	4.000	2.000	5.000
CC(CC(C)(C)C)C(=O)NCC(=O)N1CCC(c2ccccc2)CC1	344.246	3.581	49.410	2.000	1.000	5.000
CCn1c(=O)n(CCNC(=O)Cc2cc(F)ccc2F)c2ccccc21	359.145	2.460	56.030	4.000	1.000	6.000
COCCN1Cc2ccc(C(N)=CCC(F)(F)F)cc2C=C1CCN	355.187	3.090	64.510	4.000	2.000	7.000
NC(Cc1ccccc1)CC(N)C(=O)c1ccc(-c2cccc(F)c2)cc1	362.179	3.963	69.110	3.000	2.000	7.000
CC1=NOC(C(F)(F)C(C)C)C=C1C(C)CC(=O)NCCC1CC1	342.212	3.921	50.690	3.000	1.000	8.000
CC(C)C(N)C(C)c1cccc(-c2ccc(NCCCl)c(Cl)c2)n1	365.143	5.140	50.940	3.000	2.000	7.000
COc1cccc(CNC(C)C(C)NC(=O)c2ccccc2F)c1OC	360.185	3.140	59.590	4.000	2.000	8.000
COC1CCCC(=O)C(Cc2cc(Br)ccc2CN)C1	339.083	3.225	52.320	3.000	1.000	4.000
CC(CN(C)C)NC(=O)C1(Cc2ccc(Cl)cc2)CCS1(C)C	356.169	3.156	32.340	2.000	1.000	6.000
CC(C)CN(CNC(=O)C1CCC(C)C1)C(=O)N1CCCC2CC2CC1	363.289	3.696	52.650	2.000	1.000	5.000
CC(CC(=O)N1CCCC1)C(C)NC(=O)CCN1CCc2cc(F)ccc21	375.232	2.732	52.650	3.000	1.000	7.000
CCCNc1cc(NCc2ccc(F)cc2)cc2cc(OC)ncc12	339.175	4.817	46.180	4.000	2.000	7.000
CC1NCN(Cc2ccc(C3CCCCN3CC(F)(F)F)cc2)C1=O	355.187	3.054	35.580	3.000	1.000	4.000
CCC(C)N(CC1CCC(C)CC1)C(=O)c1cscc1NC(C)=O	350.203	4.774	49.410	3.000	1.000	6.000
NC1C(=O)C(c2ccccc2)CN1C(=O)CC(CCF)Cc1ccccc1	368.190	3.075	63.400	3.000	1.000	7.000
NC(Cc1cc(F)ccc1F)CN1CCC(NCC(F)(F)F)CC1	351.173	2.451	41.290	3.000	2.000	6.000
CC(C)N(CCN1CCC(N2CCCC(N)C2)CC1)Cc1cccc(F)c1	376.300	2.924	35.740	4.000	1.000	7.000
CCC(=O)Nc1ccc(C(=O)N2CCCC2C)c(CNC(C)CC)c1	345.242	3.548	61.440	3.000	2.000	7.000
NC(CNC(=O)CCN1CCC(F)(F)C1)c1cc(F)ccc1F	333.146	1.812	58.360	3.000	2.000	6.000
Cc1ccc(S(=O)(=O)NC2CCCC2)c(CC(N)Cc2ccccc2)c1	372.187	3.328	72.190	3.000	2.000	7.000
NCC1CCCN(C(=O)CCNCc2ccc(F)cc2)C(c2ccccc2)C1	383.237	3.634	58.360	3.000	2.000	7.000
CC#Cc1ccccc1C1CC(NCC(C)C(=O)C(C)C)N(CC(=O)F)C1	372.221	3.120	49.410	4.000	1.000	8.000
CNCc1cccc(CNC(=O)c2ccc3ccccn3c2=O)c1C	335.163	2.257	62.610	4.000	2.000	5.000
NC(C(=O)N1CCC(F)CC1)C(CCSc1ccccc1)CC(F)(F)F	392.155	4.025	46.330	3.000	1.000	7.000
CC(C)(C)CC(=O)C(C)(CC#N)NC(=O)CCC(F)(F)C1CCCCC1	370.243	4.776	69.960	3.000	1.000	8.000
O=C(Nc1cc(O)cc(F)c1)C1CCN(CCCCc2ccccc2)C1	356.190	3.815	52.570	3.000	2.000	7.000
NC(=O)c1cccc(N2CCC(C(N)CC(=O)Cc3ccccc3)CC2)c1	365.210	2.531	89.420	4.000	2.000	7.000
CC(CN1CCC(C(C)CC(N)CC2CC2)C1)c1cc(F)ccc1F	350.253	4.544	29.260	2.000	1.000	8.000
CC(C)CN1CNC(=O)C(N)C1CCCNc1ccc(F)cc1F	340.207	1.898	70.390	4.000	3.000	7.000
CC(=O)NC1CC(CNCC(=O)NCc2cccc(F)c2)CCC1C	349.217	1.972	70.230	3.000	3.000	7.000
CCNCC1C=C2N(CC1)CCN2c1ccc(NCCc2ccccc2)cc1	376.263	3.934	30.540	4.000	2.000	8.000
NC1Cc2cc(C(F)CCCNC(=O)C(F)c3ccccc3)ccc2O1	360.165	3.524	64.350	3.000	2.000	7.000
CC(C)C1CC(CC(CCN)(c2ccccc2)C(C)C)N(CCO)C1=O	360.278	3.185	66.560	3.000	2.000	9.000
CC(C)CN1c2ccc(CN)cc2CC(C)C1CCC(=O)NC1CCC1	357.278	3.617	58.360	3.000	2.000	7.000
N#CC1CCCC1C(N)CC1=CC(CC(N)Cc2cccc(F)c2)CC1	355.242	4.079	75.830	3.000	2.000	7.000
COC(=O)c1ccc(C2CCCC2CN(CC2CC2)C(=O)CCN)cc1	358.226	2.944	72.630	4.000	1.000	8.000
COC1=CC=C2C=CC=CN2C=C1CC(N)CCCC(=O)N1CCCC1	355.226	3.194	58.800	4.000	1.000	7.000
NC(Cc1ccc(F)cc1F)CC1CC(c2cccnc2)CCC1N	345.202	3.531	64.930	3.000	2.000	5.000
CC(NC(=O)c1cccc(C(F)(F)F)c1)C(CN)CC(=O)N1CCC1	357.166	2.021	75.430	3.000	2.000	6.000
COc1cc2c(cc1OC)CN(CCc1ccc(C(N)=O)cc1)CC2	340.179	2.404	64.790	4.000	1.000	6.000
CN(C)C(C(=O)NC(C)(C)C)C1CCC(N(C)C(=O)C2CCCC2)CC1	365.304	3.039	52.650	3.000	1.000	5.000
CC(Cc1ccc(CN)cc1)CN1C(=O)NC(C(C)C)=CN1C1CCC1	356.258	3.616	61.600	3.000	2.000	7.000
Cc1nc(C(N)=O)cc2c1N(CCc1ccccc1)CC2CC(F)(F)F	363.156	3.588	59.220	3.000	1.000	5.000
CN(Cc1cc(CCN)ccc1N)Cc1c(Cl)cccc1C(F)(F)F	371.138	4.074	55.280	3.000	2.000	6.000
CC(C)CN1CCCC(CC(=O)N2CCC(C(=O)O)C(C)C2)CC1	338.257	2.704	60.850	3.000	1.000	5.000
CC(C)(CO)CCN1C(c2cccc(N)c2)=Cc2ccccc2C1CCN	365.247	3.881	75.510	4.000	3.000	7.000
NC(COc1cccnc1)C(Cc1ccccc1Cl)c1ccccc1	352.134	4.468	48.140	3.000	1.000	7.000
NC1CCCN(c2cc(NCC(F)CNCc3ccccc3)ccc2F)C1	374.228	3.293	53.320	4.000	3.000	8.000
COc1ccccc1CN1CCCC(NCCNC(=O)C2CCC2)CC1	359.257	2.556	53.600	4.000	2.000	8.000
CCOC(=Cc1ccc(C)cc1)NCC(=O)NC(=O)Cc1ccccc1	352.179	2.805	67.430	4.000	2.000	8.000
CC(CC(F)(F)F)N(C)C(=O)NC1CC1CN1CCC(F)(F)C1	343.168	2.698	35.580	2.000	1.000	5.000
CCC1=C(NC(C)=O)c2ccc(OCC3CCN(C(C)C)C3)cc2CN1	357.242	3.114	53.600	4.000	2.000	6.000
C#CCN1CCCC2CNC(C(N)CCNCc3ccccc3F)CC21	358.253	1.708	53.320	4.000	3.000	7.000
CCC(Cc1ccccc1)NCC(=O)N1CC(C(N)Cc2ccccc2)C1	365.247	2.626	58.360	3.000	2.000	9.000
N#Cc1ccc(F)cc1CC(N)CC(=O)NCc1cc(F)ccc1F	347.125	2.552	78.910	3.000	2.000	6.000
CC(C)CC(CC(N)Cc1ccccc1)NC(=O)C1CC2CC(N)CC2C1	371.294	3.241	81.140	3.000	3.000	8.000
CS(=O)(=O)c1ccc2cc(C(CN)Cc3ccc(F)cc3)ccc2c1	357.120	3.667	60.160	3.000	1.000	5.000
CC1CCN(N2CCC(N3CCCC3C(=O)CC3CC3)CCC2=O)CC1	361.273	2.848	43.860	4.000	0.000	5.000
CC(C)CCC1CN(C)CCN1NC(=O)CC(C)c1cc(F)ccc1F	367.244	3.542	35.580	3.000	1.000	7.000
O=C(NCc1ccccc1)NCC1(CCC(=O)N2CCCCC2)CCC1	357.242	3.449	61.440	2.000	2.000	7.000
CN(C)CC1=C(c2ccccc2)C(N)C(NCC(=O)c2ccccc2)C1	349.215	2.574	58.360	4.000	2.000	7.000
CCn1c(C(=O)NCC(C)CN2CCN(C(C)C)CC2)cc2ccccc21	370.273	3.053	40.510	4.000	1.000	7.000
COC1=CC=C2C=C(N(C(=O)N3CCC(F)C3)C(C)NC(C)C)CC2C1	363.232	3.560	44.810	3.000	1.000	5.000
CC1CCN(CC=Cc2cc(F)ccc2F)CCC1(C)C(=O)NCCO	366.212	2.825	52.570	3.000	2.000	6.000
CC(NCCC(F)(F)c1ccccc1)C(=O)N(C)CCN1CCNCC1	368.239	1.510	47.610	4.000	2.000	9.000
CCC(N)CCCC12CCC(c3ccccc3OC)CN1CCC(N)C2	359.294	3.642	64.510	4.000	2.000	7.000
NCCCOc1cccc(-c2ccc(F)cc2C(=O)Nc2ccccc2)c1	364.159	4.473	64.350	3.000	2.000	7.000
CC1C(N)C(C2CC2)CC(CNC(=O)O)C1(C)c1ccc(F)cc1	334.206	3.361	75.350	2.000	3.000	4.000
CCc1nc(-c2cc(F)c(Cl)cc2Cl)ccc1C(N)CCP	358.057	5.022	38.910	2.000	1.000	5.000
COc1cc2c(cc1OC)CN(C(=O)CCN(C)Cc1ccccc1)CC2	368.210	3.111	42.010	4.000	0.000	7.000
CCCC1=C2c3cc(CCNC(C)=O)ccc3C(=O)N2CCC1C(=O)CC	368.210	3.331	66.480	3.000	1.000	7.000
Cn1c(Cc2ccccc2F)ccc1-c1ccc(CC(N)C(=O)O)cc1	352.159	3.376	68.250	3.000	2.000	6.000
CC(C)C(N)C(C)C1=CC=C(c2cc(N)nc(C(F)(F)F)c2)C(F)C1	357.183	4.354	64.930	3.000	2.000	4.000
CC(C)CCC(Oc1ccc(NC(=O)N(C)C)cc1)c1cccc(F)c1	358.206	5.476	41.570	2.000	1.000	7.000
Cc1cc(Cl)cc(NCC(N)C(=O)N2CCC(c3ccccc3)C2)c1	357.161	3.404	58.360	3.000	2.000	5.000
N#CC1(CC(=O)NCCC(F)F)Cc2cc(NCc3ccccc3)ccc21	369.165	3.778	64.920	3.000	2.000	8.000
C=CC(=O)CNC(=O)C(C)NC1C=C2C(OC)=CC2=C1C=Cc1ccccc1	376.179	2.698	67.430	4.000	2.000	9.000
C=CC(=O)NCCN1C(=O)C(C)C(C(N)Cc2ccc(F)cc2)=C1C	345.185	1.750	75.430	3.000	2.000	7.000
CCC(C)C(C)(CC)NC(=O)N1CCCC1CNC(=O)C1CC1	323.257	2.901	61.440	2.000	2.000	7.000
CCCC(CC(N)CC(=O)N1CCC(F)(F)CC1)C1CCNCC1	345.259	2.768	58.360	3.000	2.000	7.000
CN(CCC(CN)CC(=O)N1CCC(F)(F)C1)CCN1CC(F)C1	350.229	0.795	52.810	4.000	1.000	9.000
CCC(=O)Nc1ccc(CC(N)c2ccc(-c3ccccc3)c(OC)c2)cc1	374.199	4.953	64.350	3.000	2.000	7.000
CCC(N)CC1(C(C)C)CCC2CC3CCC(N)CC3CN2C(=O)C1	349.309	3.285	72.350	3.000	2.000	4.000
CCc1c(OC)cc(NC(=O)CC(N)CC)cc1-c1ccccc1F	344.190	4.130	64.350	3.000	2.000	7.000
CN(C)C(CC(CN)Cc1ccccc1)C(=O)N1CCC(F)(F)C1	339.212	1.992	49.570	3.000	1.000	7.000
CCC=C1C(C(=O)NCCC)=C(N2CCCC2)N=C(CC(N)CC)C1C	360.289	3.375	70.720	4.000	2.000	8.000
NC(c1cc(F)cc(F)c1)C(CCNC1CCC1)c1ccccc1O	346.186	3.986	58.280	3.000	3.000	7.000
CCCC(NC(=O)c1ccccc1)C1CCC(N(C)C(=O)C(C)C)CC1	358.262	4.258	49.410	2.000	1.000	7.000
CC(C)c1ccc(N2CCC(C(C)Cc3cn[nH]c3)C(C)CC2N)cc1	354.278	4.549	57.940	3.000	2.000	5.000
CC1=COC(N)CC1=CC1C=CC(C(=O)NCC(F)F)=CC=CCC(F)C1	382.187	3.690	64.350	3.000	2.000	4.000
CNC(=O)c1ccc(N2CCC(CN)CC2)c(C(F)CC(F)(F)F)c1	361.178	3.184	58.360	3.000	2.000	5.000
CC#CCN1CCC(CN)CC1CN(C)C(=O)Cc1cccc(Cl)c1	361.192	2.404	49.570	3.000	1.000	6.000
CC(C)N(C(C)C)C(c1ccc(-c2cccc(F)c2)cc1)C(N)C(=O)O	358.206	4.065	66.560	3.000	2.000	7.000
N#CC1CCC(C(N)CC(=O)NCc2cc(F)ccc2F)C(F)C1	339.156	2.576	78.910	3.000	2.000	5.000
CC(N(C)c1ccc(C(=O)C2CCN(CCCN)CC2)cc1)C(F)(F)F	371.218	3.317	49.570	4.000	1.000	7.000
CC(=O)c1ccc(CC2CCCN(C(=O)CCCN3CCC(F)C3)C2)cc1	374.237	3.494	40.620	3.000	0.000	7.000
NC(Cc1ccc(C(F)CCCCCF)cc1)CC1C(=O)CCNC1=O	366.212	3.192	72.190	3.000	2.000	10.000
NC(Cc1cccnc1)CN1CCCC(C(N)Cc2ccccc2)CC1	352.263	2.624	68.170	4.000	2.000	7.000
CCC1C(CN(C)C)=C(N)N=C(C2CCCC2CN)C1C(F)(F)F	346.234	2.753	67.640	4.000	2.000	5.000
CCC1NCC2CCC(CCC(F)(F)F)N2CC(C)C1N(C)CCO	365.265	2.473	38.740	4.000	2.000	6.000
CC(C)C(C)(C)C(CCN(N)C(=O)N1CC2CCC1C2)CN(C)C	338.305	3.017	52.810	3.000	1.000	7.000
NC1CCCN2C=C(CCC(=O)C3CCCC3C(=O)NCCF)CC1C2	365.248	2.165	75.430	4.000	2.000	7.000
CC(=O)NN1CCN(C(C)C)C(CC(N)Cc2ccccc2F)C1C	350.248	1.920	61.600	4.000	2.000	6.000
NC(CNC(=O)c1ccccc1)c1cccc2c1CC(c1ccccc1)C(N)C2	385.215	3.326	81.140	3.000	3.000	5.000
CN(C)CC1CCC(CC(F)(F)F)C(N2CCC(=O)C(N)CC2)C1	349.234	2.277	49.570	4.000	1.000	4.000
CC(C)Nc1c(F)cc(F)c2c1cc(CNC(=O)CC(F)(F)F)n2C	363.137	3.845	46.060	3.000	2.000	5.000
NCC1=CC=C(C2CC(F)C(NCC(=O)NCc3cc(F)ccc3F)C2)C1	379.187	2.503	67.150	3.000	3.000	7.000
CN(C)C(=O)NCCN1CCC(c2cccc(Cc3ccccc3)c2)C1=O	365.210	2.865	52.650	2.000	1.000	6.000
CC(CC(F)(F)F)NCCCCC(=O)N1CCc2ccc(N)cc2C1	357.203	3.254	58.360	3.000	2.000	7.000
CCC(NC(C)C(N)C(=O)O)C(F)(F)c1ccc(-c2ccc(F)cc2)cc1	380.171	3.753	75.350	3.000	3.000	8.000
NC(CC(=O)c1ccc(-c2cn[nH]c2)cc1)Cc1cc(F)ccc1F	341.134	3.498	71.770	3.000	2.000	6.000
CC(C)(C)C(CCc1ccccc1)C(=O)C(N)NC(=O)N1CCCC1	345.242	2.941	75.430	3.000	2.000	6.000
CN1CCC(N2CCC(C(N)CC(C(=O)N3CCC3)C(F)(F)F)C2)CC1	376.245	1.531	52.810	4.000	1.000	5.000
CS(=O)(=O)C1CCCC2=C(NCC(=O)O)Cc3cccc(F)c3C2C1	367.125	2.381	83.470	4.000	2.000	4.000
Cc1noc(C)c1C(=O)NCCC(N)Cc1cccc(C(F)(F)F)c1	355.151	3.000	81.150	4.000	2.000	6.000
NC(C(=O)C(CF)Cc1ccccc1)C(N)c1ccc(Br)cc1	378.074	3.174	69.110	3.000	2.000	7.000
N#CC1CCCN1CCC(N)CCC1=CCCC(c2ccccc2)C1	337.252	4.366	53.050	3.000	1.000	7.000
N#CC1CCCC1C(CC(N)c1ccccc1)C(=O)NCC(F)(F)F	353.171	3.311	78.910	3.000	2.000	6.000
CCC(CC(N)c1ccc(F)cc1)NCC1CCC(N(C)C)CC1C#N	360.269	3.454	65.080	4.000	2.000	8.000
CS(=O)c1cccc(C(N)CC(N)Cc2cc(F)ccc2F)c1F	356.117	2.801	69.110	3.000	2.000	6.000
O=C(NCCC(O)CN1CC2C1=CC=C1C=CC=CN12)c1ccccc1	349.179	2.019	55.810	4.000	2.000	6.000
NC(C(=O)NCC(Br)c1ccccc1)C(N)c1cc(F)ccc1F	397.060	2.544	81.140	3.000	3.000	6.000
CC(CO)c1ccc(NC(=O)Cc2ccccc2C(=O)N2CCC2)cc1	352.179	2.810	69.640	3.000	2.000	6.000
CCC(N)CCC1=NC(c2ccccc2C(F)(F)F)=C1NC(C)C	339.192	4.344	50.410	3.000	2.000	7.000
CCc1nc(-c2c(F)cccc2F)c(CN2CCCC(C)C2)n1CC	347.217	4.643	21.060	3.000	0.000	5.000
NC(C(=O)N(CCc1ccc(F)cc1)CC(F)(F)F)c1cccnc1	355.131	2.854	59.220	3.000	1.000	6.000
CC(N)CCNC(=O)N1C=CC(N2CCCC(CC(F)CF)CC2)CC1	372.270	2.821	61.600	3.000	2.000	7.000
CC1=CC=CC(NS(=O)(=O)NCc2ccc3ccccc3c2)C=C1	340.125	3.205	58.200	2.000	2.000	5.000
NC(=O)c1ccc(NCC(=O)C2CCN2CC(F)CCC(F)F)cc1	357.166	2.224	75.430	4.000	2.000	10.000
NC(CCCN1CCCC(N)C1)CNc1ccc2ccc(F)cc2c1	344.238	2.921	67.310	4.000	3.000	7.000
Cn1c(-c2ccc(NCCC(F)(F)CCF)cc2)nnc1C(F)(F)F	366.128	4.298	42.740	4.000	1.000	7.000
CC#CCn1c(-c2cccc(C(C)C)c2)nc(C(N)CC(C)C)c1CC	351.267	5.305	43.840	3.000	1.000	7.000
COC(=O)c1ccc(CC(C)c2ccc(NCCC(C)(C)C)cc2)cc1	353.235	5.668	38.330	3.000	1.000	7.000
NS(=O)(=O)C1C=CC(NC2=CC=C(C3CC3)C(CCF)C2)CCC1	354.178	2.942	72.190	3.000	2.000	6.000
C=C(CC(=O)CC1CCNC(=O)CC(N)C1)C(Br)c1ccccc1	392.110	3.272	72.190	3.000	2.000	6.000
COC1=CC2=C(CN1CCNCC1CCC(C)C1)NCCCC2=C([NH])F	363.256	2.917	60.330	4.000	2.000	6.000
CCN(CC)CC(N)C1CC2CC(NC(=O)CC(F)(F)F)CC2C1	349.234	2.529	58.360	3.000	2.000	7.000
CCc1c(CC(C)(C)C)c(N(CC)CC)nc2cc(F)c(CN)cc12	345.258	4.830	42.150	3.000	1.000	6.000
CC(=O)C1CCCN(C(=O)CC2CNC2CCC(N)Cc2ccccc2)C1	371.257	2.142	75.430	4.000	2.000	8.000
N#CC1CC(NCCCNc2cc(F)ccc2F)CC1C(=O)C1CC1	347.181	3.254	64.920	4.000	2.000	8.000
CN(CNCC1CCNC1c1ccccc1F)Cc1ccccc1C#N	352.206	3.027	51.090	4.000	2.000	7.000
CCN(c1ccc(NCc2cccc(C)c2)cc1)C(N)C(=O)N1CCCC1	366.242	3.341	61.600	4.000	2.000	7.000
CC(F)CN1Cc2ccc(NCCC(N)CC(F)(F)F)cc2C(=O)C1C	375.193	3.513	58.360	4.000	2.000	7.000
Cc1c(O)cccc1N(C)C(=O)NCC(C)Cc1cccc(F)c1F	348.165	4.003	52.570	2.000	2.000	5.000
COC1=CC(C(F)(Cc2cccc(N)c2)C(N)Cc2cccc(F)c2)=C1	356.170	3.699	61.270	3.000	2.000	7.000
CS(=O)(=O)c1ccccc1C(c1ccc(CCCN)cc1)C1CCCC1	371.192	4.304	60.160	3.000	1.000	7.000
O=C(CCC(=O)N1CCCC(NC(=O)c2ccccc2)CC1)NC1CCC1	371.221	2.246	78.510	3.000	2.000	6.000
CC(C)C(CN(C)N(C)C(=O)N1CCC1C1=CC=C(F)C(F)(F)C1)N(C)C	388.245	3.364	30.030	3.000	0.000	6.000
N=C1C=NC=CC1=CC=C1CC(N)C1CC(F)(F)CC1CCCC1	333.202	4.410	62.230	3.000	2.000	5.000
CCCN1CC(C)C(N)CC=C1C(=O)NCc1ccc(F)c(C(C)C)c1	361.253	3.528	58.360	3.000	2.000	6.000
CC#CCC1CCN(C)CC(NC(=O)CC(N)CC(F)(F)F)CC1C	361.234	2.532	58.360	3.000	2.000	5.000
NC(CC(=O)N1CC2CC(CN2)CN1)Cc1cc(F)c(F)cc1F	342.167	0.689	70.390	4.000	3.000	4.000
CC1CC(C(N)CCCc2cc(F)ccc2F)CCN1C(=O)CN	339.212	2.201	72.350	3.000	2.000	6.000
CC(=Nc1ccc(CN)cc1)C(=C1OC(C)C1CC(C)N)C1CCC1	341.247	4.064	73.630	4.000	2.000	6.000
CC(CNCCC(C)(c1ccccc1)c1ccc(N)cc1)c1ccncc1	359.236	4.753	50.940	3.000	2.000	8.000
CC1Cc2ncccc2CNC1CCCNC(=O)C1CCC(F)C1	333.222	2.767	54.020	3.000	2.000	5.000
CC(C)CC(=O)N1CCCC(CC(NC(=O)c2ccccc2)C(C)C)C1	358.262	4.116	49.410	2.000	1.000	7.000
CCC1=NC2=NC(CN)C(CC)=C(CC)C2=CC(CCC(=O)O)=C1	329.210	3.425	88.040	4.000	2.000	7.000
O=C1CNCCN1C(=O)CNC1CCCC(Cc2ccccc2)CC1	343.226	1.726	61.440	4.000	2.000	5.000
COc1ncc2cc(CNCC3CCN(Cc4ccccc4)CC3)ccc2n1	376.226	3.640	50.280	5.000	1.000	7.000
N#CC(Cc1ccccc1-c1ccccc1)C(=N)NCCC1CCC(N)C1	360.231	4.120	85.690	3.000	3.000	7.000
CC1CCCN1C(=O)CCC(N)CCc1cc(C(F)(F)F)c(F)n1C	363.193	3.234	51.260	3.000	1.000	6.000
NC1(c2cccc(C(F)(F)F)c2)CCC(NCc2ccc(F)cn2)C1	353.152	3.736	50.940	3.000	2.000	4.000
NC(CCC(F)CF)C1CCN(Cc2ccc(S(N)(=O)=O)cc2)C1	361.164	1.571	89.420	4.000	2.000	8.000
Cc1cccc(-c2ccc(C(CC(C)C)C(N)C(=O)NC(C)C)cc2)c1	352.251	4.644	55.120	2.000	2.000	7.000
CC1(C)CC(CN)CC(NCCN2CCN(C(=O)C3CCCC3)CC2)C1	364.320	2.064	61.600	4.000	2.000	6.000
CC(C)CCOc1cc(C(F)(F)c2c[nH]c3cccnc23)n(C)c1F	351.156	4.606	42.840	3.000	1.000	6.000
NC(CC(=O)C1(Cc2cccs2)CCN1)C(=O)c1cccc(F)c1	346.115	2.331	72.190	5.000	2.000	7.000
NCCC(=O)NCC1=C2C(=O)CCC2=C1C=CC=Cc1cccc(F)c1	352.159	2.830	72.190	3.000	2.000	7.000
O=C(NC1CCNCC1)NC1CCCNC1CC(F)(F)c1ccccc1	366.223	2.340	65.190	3.000	4.000	5.000
OC1CN(C2CCC2)CCC1CN(CC1=CNCC1)Cc1ccccc1	355.262	2.601	38.740	4.000	2.000	7.000
CCN(CC)CC(N)C1CCC2C(C1)CC2NCCC(=O)N1CCCC1	364.320	2.062	61.600	4.000	2.000	9.000
CC(=O)NCC(C)CC(C)NC1CC(N2CCC(F)C2)C(C)C1=O	341.248	1.517	61.440	4.000	2.000	7.000
CNC(c1ccc(C#N)cc1)C(C)NCC(=O)NC1CCC(F)C1	332.201	1.804	76.950	4.000	3.000	7.000
CC#CCN1C(NC(C)C(C)C)=C(CN)C(CC(=O)NC)c2ccccc21	368.258	2.554	70.390	4.000	3.000	7.000
CN(c1ccc(CN)c(Cc2ccc(F)cc2)c1)C(N)CC(=O)N1CCC1	370.217	2.219	75.590	4.000	2.000	7.000
NC(CCC(=O)N1CCC(F)(F)C1N)Cc1cc(F)ccc1F	333.146	1.767	72.350	3.000	2.000	5.000
NC1CC(=O)N2CCCC2CNC(C(c2ccccc2)c2ccccc2)C1	363.231	2.889	58.360	3.000	2.000	3.000
NC(CC(=O)NC(=O)N1CCCC1CN1CCC(F)C1)Cc1ccccc1	376.227	1.691	78.670	4.000	2.000	6.000
NC(CCNC(=O)c1ccc(Br)cc1)CCC(=O)N1CCCC1	381.105	2.299	75.430	3.000	2.000	7.000
NC(CC(=O)N1CCSC1)Cc1cccc(Cc2cccc(F)c2)c1	358.152	3.209	46.330	3.000	1.000	6.000
NC(CC(=O)c1ccccc1)CC(N)Cc1ccc2ccc(F)cc2c1	350.179	3.839	69.110	3.000	2.000	7.000
CC(=O)NCCC1(C)CCN(C(=O)CC(N)Cc2cc(F)cc(F)c2)C1	367.207	1.989	75.430	3.000	2.000	7.000
N#Cc1ccc(-c2cccc(C(CCN)CC(N)c3ccccc3)c2)cc1	355.205	4.748	75.830	3.000	2.000	7.000
CNCC1CCN(C)C(=O)NC2=CC3=C(CC(C)C)N(CCC3=CC(N)=C2)C1	385.284	2.540	73.630	4.000	3.000	4.000
CN(Cc1ccc(CN)cc1)C1CCCCN1CC(=O)OCC(F)F	355.207	2.197	58.800	5.000	1.000	8.000
CC(C)CC(NCc1ccccc1)c1ncc(C(=O)NC2CCC2)n1C	354.242	3.579	58.950	4.000	2.000	8.000
NCC1CC(c2ccc(NCCc3ccccc3)cc2)C(=O)N1CC(F)F	373.197	3.250	58.360	3.000	2.000	8.000
CCC1CCC2C(=O)C3C(=CC=C(CN)CC3CN)CC2CC1OC	346.262	2.823	78.340	4.000	2.000	4.000
